%
% !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
%

@relation 'allfeatures.names'
@attribute ABSTR real
@attribute AFFC real
@attribute ABKD real
@attribute ACYC real
@attribute ADIH real
@attribute ALOCPM real
@attribute ANOCPT real
@attribute ANOFPT real
@attribute ANOMPT real
@attribute ANOPR real
@attribute ANSBT real
@attribute EFFC real
@attribute LOC real
@attribute NOC real
@attribute NOF real
@attribute NOM real
@attribute NOP real
@attribute NOPT real
@attribute NOPK real
@attribute NOT real
@attribute NOUOP real
@attribute NOUOPT real
@attribute PRL real
@attribute PRVOC real
@attribute PRV real
@attribute NDB real
@attribute WM real
@attribute InDeg real
@attribute OutDeg real
@attribute DegCtrl real
@attribute CBO real
@attribute RFC real
@attribute StatementCoverage real
@attribute MSIGCH real
@attribute MCARGCH real
@attribute AMCAL real
@attribute CHCOND real
@attribute AV real
@attribute AIF real
@attribute AL real
@attribute AM real
@attribute TPT real
@attribute TFT real
@attribute MATD real
@attribute MATSP real
@attribute class {A, B, C, D, E, F}
@data
9.2,0,1.09,1.91,2.75,9.2,0.56,2.17,9.75,0.63,0.64,1007,160931,878,4505,15240,329585,132596,41,1562,40942,54,462181,40996,7082089.83,2360.7,31385,1,9,10,24,15,88.6,0,1,0,0,0,0,0,0,5954,5,0.1726474798,0.8273525202,F
9.1,0,1.09,1.9,2.74,9.13,0.56,2.19,9.77,0.63,0.64,983,157250,861,4451,15002,319847,128756,39,1535,39054,54,448603,39108,6843517.78,2281.17,30667,1,20,21,102,42,96.6,0,0,1,0,0,0,0,0,5913,2,0.1770957843,0.8229042157,A
9.1,0,1.09,1.9,2.74,9.12,0.56,2.2,9.76,0.63,0.64,977,156497,857,4435,14939,318341,128111,39,1530,38833,54,446452,38887,6807053.78,2269.02,30531,1,4,5,16,9,97.1,0,0,1,1,0,0,0,0,419,1,0.1848270604,0.8151729396,B
8.9,0,1.09,1.9,2.74,9.14,0.56,2.2,9.8,0.63,0.63,961,155153,850,4387,14779,316045,127149,39,1507,38561,54,443194,38615,6752891.02,2250.96,30276,1,1,2,23,15,93.4,0,0,0,1,0,0,0,0,3593,1,0.1704116714,0.8295883286,A
8.9,0,1.09,1.9,2.74,9.14,0.56,2.21,9.79,0.63,0.63,959,154222,850,4374,14682,314389,126305,39,1499,38358,54,440694,38412,6711447.67,2237.15,30066,1,10,11,89,39,91.7,1,0,1,0,1,1,0,1,167,3,0.1951227654,0.8048772346,A
8.9,0,1.09,1.9,2.74,9.14,0.56,2.21,9.79,0.63,0.63,954,153549,844,4364,14617,313243,125831,39,1492,38125,54,439074,38179,6682922.17,2227.64,29950,0,0,0,0,0,93.8,0,0,1,0,1,1,0,0,5755,1,0.1744855705,0.8255144295,F
8.9,0,1.09,1.9,2.75,9.13,0.56,2.22,9.8,0.63,0.64,924,150163,820,4283,14314,306361,123166,36,1460,37525,54,429527,37579,6527796.31,2175.93,29362,3,12,15,64,34,94.9,0,0,1,0,1,1,0,0,103,4,0.2376424655,0.7623575345,A
8.9,0,1.09,1.9,2.75,9.13,0.56,2.21,9.79,0.63,0.64,924,150019,820,4281,14303,306157,123091,36,1460,37467,54,429248,37521,6522599.63,2174.2,29335,1,1,2,23,15,92.2,0,0,1,0,0,1,0,0,3469,1,0.1703785294,0.8296214706,A
8.9,0,1.09,1.9,2.75,9.13,0.56,2.21,9.79,0.63,0.64,924,150006,820,4281,14301,306147,123088,36,1460,37458,54,429235,37512,6522253.53,2174.08,29332,1,5,6,45,21,90.9,0,0,0,0,0,0,0,0,155,1,0.2007940585,0.7992059415,A
8.9,0,1.09,1.91,2.75,9.12,0.56,2.21,9.8,0.63,0.64,922,149144,816,4253,14242,304751,122531,34,1453,37216,54,427282,37270,6488587.88,2162.86,29233,1,6,7,44,23,95.8,0,1,1,0,0,0,0,0,5662,5,0.1752109211,0.8247890789,F
8.9,0,1.09,1.91,2.75,9.12,0.56,2.21,9.8,0.63,0.64,922,149042,816,4249,14230,304590,122467,34,1451,37191,54,427057,37245,6484757.68,2161.59,29211,1,1,2,33,22,94.3,0,0,0,0,0,0,0,0,5621,2,0.1711542502,0.8288457498,A
9,0,1.09,1.91,2.75,9.12,0.56,2.21,9.81,0.63,0.64,916,148245,814,4230,14152,303203,121905,34,1442,36909,54,425108,36963,6450501.31,2150.17,29079,0,0,0,0,0,80.7,0,0,1,0,0,1,0,0,5696,1,0.254338757,0.745661243,D
9.1,0,1.09,1.91,2.74,9.11,0.56,2.22,9.8,0.63,0.64,906,146580,807,4201,14008,300067,120692,32,1428,36488,54,420759,36542,6377556.91,2125.85,28772,5,4,9,178,63,96.2,0,0,1,0,0,0,0,0,6347,2,0.1668490577,0.8331509423,F
8.9,0,1.09,1.9,2.74,9.07,0.56,2.22,9.78,0.63,0.64,904,145221,806,4189,13927,297078,119331,32,1424,36067,54,416409,36121,6304661.37,2101.55,28545,1,1,2,5,4,77.4,0,0,1,0,1,0,0,0,52,1,0.2897957312,0.7102042688,A
9,0,1.09,1.9,2.74,9.05,0.56,2.22,9.77,0.63,0.64,904,144588,806,4185,13895,295263,118416,32,1421,35886,54,413679,35940,6260329.56,2086.78,28413,0,0,0,0,0,79.7,1,0,1,0,1,1,0,0,5542,1,0.2468686497,0.7531313503,D
9,0,1.09,1.9,2.74,9.05,0.56,2.21,9.77,0.63,0.64,903,144232,805,4165,13858,294522,118154,32,1417,35768,54,412676,35822,6243192.91,2081.06,28356,2,14,16,40,25,90.4,0,0,1,0,1,1,1,0,72,2,0.2509208488,0.7490791512,C
9,0,1.09,1.9,2.74,9.05,0.56,2.2,9.76,0.63,0.64,898,143261,794,4126,13769,292404,117353,32,1410,35475,54,409757,35529,6194177.51,2064.73,28195,1,5,6,135,49,92.5,0,0,0,0,0,0,0,0,5359,7,0.1757098679,0.8242901321,A
9.1,0,1.09,1.9,2.74,9.01,0.56,2.21,9.71,0.63,0.64,896,141620,794,4121,13654,289591,116354,31,1406,34820,54,405945,34874,6125654.93,2041.88,28042,2,4,6,51,25,97.8,0,0,1,0,1,1,0,0,111,1,0.2120386223,0.7879613777,B
9.1,0,1.09,1.9,2.74,9.01,0.56,2.21,9.7,0.63,0.64,896,141555,794,4121,13646,289474,116302,31,1406,34791,54,405776,34845,6122617.73,2040.87,28029,0,0,0,0,0,97.5,0,0,1,0,1,1,0,0,85,7,0.2213269259,0.7786730741,F
9.1,0,1.09,1.91,2.73,9,0.56,2.2,9.65,0.64,0.64,888,139752,785,4087,13483,286082,114969,31,1396,34378,54,401051,34432,6044425.05,2014.81,27721,4,4,8,24,16,96.4,0,0,1,1,0,1,0,0,433,8,0.1909254995,0.8090745005,B
9,0,1.08,1.91,2.74,9,0.56,2.21,9.6,0.64,0.64,886,139222,787,4102,13426,285110,114573,31,1398,34121,54,399683,34175,6019487.25,2006.5,27644,0,0,0,0,0,92.4,0,0,1,1,0,1,0,0,4603,2,0.1767717455,0.8232282545,F
9,0,1.08,1.91,2.74,9,0.56,2.21,9.59,0.64,0.64,885,138910,787,4098,13400,284657,114405,31,1397,34018,54,399062,34072,6008396.79,2002.8,27605,1,3,4,14,10,100,0,0,1,0,1,1,0,0,95,1,0.2181964224,0.7818035776,C
9,0,1.08,1.91,2.74,8.99,0.56,2.21,9.57,0.64,0.64,886,138712,787,4098,13382,284315,114249,31,1398,33950,54,398564,34004,5999750.03,1999.92,27559,1,8,9,40,16,98.3,0,0,1,0,0,0,0,0,1806,1,0.19810929,0.80189071,E
9,0,1.08,1.91,2.74,8.99,0.56,2.22,9.57,0.64,0.64,884,138523,787,4096,13366,284015,114131,31,1396,33897,54,398146,33951,5992561.71,1997.52,27523,1,8,9,40,16,98.3,0,0,1,0,0,0,0,0,1799,1,0.1981450855,0.8018549145,E
9.1,0,1.08,1.91,2.74,8.99,0.56,2.22,9.57,0.64,0.64,883,138265,786,4090,13349,283561,113950,31,1394,33844,54,397511,33898,5982108.27,1994.04,27458,0,0,0,0,0,92.9,0,0,1,1,0,0,0,0,5146,3,0.1781220085,0.8218779915,F
9.2,0,1.08,1.88,2.75,8.92,0.55,2.11,9.45,0.62,0.65,874,133594,765,3876,13004,273200,109823,30,1375,32971,54,383023,33025,5749662.02,1916.55,26426,3,19,22,131,41,87.1,0,0,1,0,1,1,0,0,2280,2,0.2424492534,0.7575507466,F
9.5,0,1.08,1.89,2.76,8.96,0.55,2.11,9.43,0.62,0.65,878,134116,769,3886,12992,274571,110694,30,1377,32872,54,385265,32926,5781648.59,1927.22,26475,1,10,11,105,39,96.4,0,0,1,0,0,1,1,0,5073,1,0.179224905,0.820775095,B
9.3,0,1.08,1.89,2.75,8.87,0.56,2.13,9.66,0.62,0.65,823,126853,731,3689,12399,259995,104903,30,1283,31418,54,364898,31472,5452226.09,1817.41,25281,0,0,0,0,0,86,0,0,0,1,1,0,0,0,81,1,0.2173763537,0.7826236463,D
9.5,0,1.08,1.89,2.75,8.83,0.56,2.14,9.63,0.62,0.66,804,123368,709,3628,12106,253218,101973,30,1257,30501,53,355191,30554,5292016.86,1764.01,24670,1,1,2,55,20,97.4,0,0,1,0,1,1,1,0,370,1,0.1844684791,0.8155315209,C
9.5,0,1.08,1.89,2.75,8.83,0.56,2.14,9.62,0.62,0.66,804,123334,709,3629,12103,253177,101958,30,1257,30491,53,355135,30544,5291014.8,1763.67,24665,1,10,11,23,20,97.7,0,0,1,1,1,1,0,0,72,3,0.2147448015,0.7852551985,B
9.5,0,1.07,1.89,2.75,8.83,0.57,2.16,9.69,0.62,0.66,797,122774,708,3621,12038,252362,101637,30,1242,30355,53,353999,30408,5271810.91,1757.27,24558,1,7,8,21,23,97.6,0,0,1,1,0,1,0,0,62,9,0.2169600939,0.7830399061,A
9.6,0,1.08,1.97,2.75,8.93,0.56,2.14,8.91,0.66,0.67,750,110012,673,3431,10573,230649,93551,27,1186,28451,53,324200,28504,4797795.84,1599.27,22628,1,7,8,63,23,66.1,0,0,0,0,0,0,0,0,20,1,0.2754739859,0.7245260141,B
9.6,0,1.09,1.98,2.75,8.92,0.56,2.09,8.87,0.66,0.67,747,108946,666,3389,10476,228665,92808,27,1181,28056,53,321473,28109,4750967.33,1583.66,22443,0,0,0,0,0,96.6,0,0,0,0,0,0,0,0,774,1,0.1215960373,0.8784039627,F
9.6,0,1.09,1.98,2.75,8.92,0.56,2.09,8.87,0.66,0.67,747,108888,666,3387,10477,228556,92765,27,1181,28031,53,321321,28084,4748308.48,1582.77,22434,1,4,5,62,17,95.5,0,0,1,0,0,1,0,0,1478,3,0.2067577448,0.7932422552,B
9.6,0,1.09,1.98,2.75,8.92,0.56,2.09,8.86,0.66,0.67,747,108841,666,3387,10473,228475,92743,27,1181,28009,53,321218,28062,4746423.23,1582.14,22429,0,0,0,0,0,91.4,0,0,1,1,0,0,0,0,4334,1,0.245287281,0.754712719,C
9.6,0,1.09,1.98,2.34,8.92,0.56,2.09,8.9,0.66,0.68,729,107703,658,3346,10359,226226,91775,26,1163,27751,53,318001,27804,4694650.29,1564.88,22191,1,17,18,51,33,65,0,0,1,1,0,1,0,0,102,1,0.1758480641,0.8241519359,A
8.8,0,1.09,1.85,2.75,9.11,0.57,2.29,9.96,0.61,0.66,1225,199204,1104,5566,19024,400726,160124,52,1909,50342,51,560850,50393,8761001.8,2920.33,37508,1,2,3,78,60,72.9,0,0,1,0,0,0,0,0,114,1,0.2675063776,0.7324936224,D
8.8,0,1.09,1.85,2.75,9.11,0.57,2.29,9.96,0.61,0.66,1225,199189,1104,5564,19023,400698,160114,52,1909,50337,51,560812,50388,8760327.92,2920.11,37506,1,13,14,77,28,98.8,0,0,1,1,0,0,0,0,449,1,0.2348350348,0.7651649652,F
8.8,0,1.09,1.85,2.75,9.1,0.57,2.29,9.96,0.61,0.66,1223,198375,1102,5537,18971,399261,159566,52,1903,50124,51,558827,50175,8725905.39,2908.64,37400,1,1,2,42,35,94.3,0,0,1,0,0,1,0,0,6096,2,0.2693074923,0.7306925078,A
8.8,0,1.09,1.85,2.75,9.09,0.57,2.27,9.95,0.61,0.66,1218,196897,1096,5483,18849,395856,158030,52,1894,49812,51,553886,49863,8643768.81,2881.26,37141,1,9,10,53,23,88.9,0,0,1,1,0,1,0,0,8099,2,0.1643721944,0.8356278056,A
9.3,0,1.09,1.82,2.74,9.19,0.55,2.18,10.1,0.6,0.66,1181,189159,989,4992,18000,380050,151466,47,1781,48741,51,531516,48792,8278019.93,2759.34,34868,0,0,0,0,0,97.3,0,0,1,0,0,0,0,0,2495,1,0.2434234316,0.7565765684,F
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.1,0.6,0.66,1176,188381,985,4982,17932,378105,150644,45,1775,48543,51,528749,48594,8231823.82,2743.94,34730,1,11,12,215,55,98.2,1,0,1,0,0,0,0,1,3215,2,0.2521083132,0.7478916868,F
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.1,0.6,0.66,1176,188314,985,4982,17929,378034,150632,45,1775,48515,51,528666,48566,8230092.03,2743.36,34727,1,8,9,35,26,98.2,0,0,1,1,0,0,0,0,2639,1,0.2240823948,0.7759176052,A
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.1,0.6,0.66,1176,188309,985,4982,17928,378022,150624,45,1775,48513,51,528646,48564,8229749.27,2743.25,34724,1,5,6,21,10,88.1,0,0,1,1,0,1,0,0,635,1,0.2146002642,0.7853997358,B
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.09,0.6,0.66,1176,188260,985,4982,17920,377944,150591,45,1775,48485,51,528535,48536,8227581.51,2742.53,34716,1,13,14,105,42,96.6,0,0,0,0,0,0,0,0,684,7,0.189704789,0.810295211,B
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.09,0.6,0.66,1176,188268,985,4983,17923,377942,150582,45,1775,48491,51,528524,48542,8227504.53,2742.5,34715,1,11,12,127,52,96.5,0,0,1,0,0,1,0,0,686,8,0.1921138148,0.8078861852,A
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.08,0.6,0.66,1175,188019,985,4979,17892,377518,150405,45,1775,48373,51,527923,48424,8216295.1,2738.77,34672,1,10,11,41,18,93.8,0,0,1,0,1,1,0,0,7136,1,0.1792264954,0.8207735046,B
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.07,0.6,0.66,1174,187904,985,4980,17889,377462,150414,45,1775,48336,51,527876,48387,8214981.5,2738.33,34665,1,9,10,24,14,90.8,0,0,1,0,0,1,0,0,7129,2,0.1725405688,0.8274594312,A
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.07,0.6,0.66,1174,187868,985,4980,17887,377403,150403,45,1775,48328,51,527806,48379,8213766.23,2737.92,34662,1,12,13,38,25,87.9,0,0,0,1,0,0,0,0,904,1,0.2056074976,0.7943925024,F
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.06,0.6,0.66,1174,187705,985,4979,17872,377156,150319,45,1775,48263,51,527475,48314,8207592.06,2735.86,34633,2,3,5,27,12,95.4,0,0,1,0,0,1,0,0,7121,1,0.1767046735,0.8232953265,C
9.4,0,1.09,1.82,2.74,9.19,0.55,2.19,10.06,0.6,0.66,1174,187724,985,4979,17873,377190,150338,45,1775,48269,51,527528,48320,8208511.25,2736.17,34637,1,12,13,101,31,98,0,0,1,1,0,0,0,0,458,1,0.2172182855,0.7827817145,D
9.4,0,1.09,1.82,2.74,9.18,0.55,2.19,10.05,0.6,0.66,1174,187370,985,4974,17854,376772,150206,45,1775,48172,51,526978,48223,8198425.34,2732.81,34609,0,0,0,0,0,93.5,0,0,1,1,1,1,0,0,7164,3,0.2751018652,0.7248981348,D
9.4,0,1.09,1.82,2.74,9.18,0.55,2.19,10.08,0.6,0.66,1169,187045,980,4958,17827,376078,149905,45,1768,48072,51,525983,48123,8181370.46,2727.12,34547,4,47,51,71,67,96.1,0,0,1,0,0,0,0,0,4480,1,0.165909704,0.834090296,F
9.4,0,1.09,1.82,2.74,9.17,0.55,2.18,10.06,0.61,0.67,1167,186318,980,4939,17772,374754,149410,45,1765,47868,51,524164,47919,8149864.45,2716.62,34451,0,0,0,0,0,100,0,0,1,0,0,0,1,0,313,1,0.229914628,0.770085372,F
9.4,0,1.09,1.82,2.73,9.15,0.55,2.18,10.07,0.6,0.66,1165,185210,979,4916,17708,372517,148394,45,1758,47654,51,520911,47705,8095922.11,2698.64,34227,1,8,9,163,44,92.6,0,0,1,1,0,1,0,0,7048,1,0.1805150461,0.8194849539,B
9.5,0,1.09,1.82,2.73,9.14,0.55,2.17,10.09,0.61,0.66,1145,181556,954,4808,17387,365663,145664,45,1723,47001,51,511327,47052,7936801.54,2645.6,33579,2,22,24,50,36,95,0,0,0,0,0,0,0,0,314,2,0.2304774944,0.7695225056,C
9.5,0,1.09,1.82,2.73,9.14,0.55,2.17,10.08,0.61,0.66,1145,181541,954,4808,17384,365633,145647,45,1723,46998,51,511280,47049,7936024.98,2645.34,33572,1,11,12,32,18,93.5,1,0,1,1,0,1,0,1,325,6,0.2300146144,0.7699853856,D
9.6,0,1.09,1.82,2.73,9.13,0.55,2.18,10.1,0.61,0.66,1142,181094,952,4801,17354,364925,145324,45,1718,46902,51,510249,46953,7918518.37,2639.51,33520,0,0,0,0,0,96,0,0,1,1,0,0,0,0,4272,1,0.1660777541,0.8339222459,F
9.6,0,1.09,1.82,2.73,9.13,0.55,2.18,10.1,0.61,0.66,1142,181088,952,4801,17353,364916,145319,45,1718,46899,51,510235,46950,7918254.07,2639.42,33518,1,5,6,14,10,84.8,0,0,1,0,0,0,1,0,6771,1,0.1494946011,0.8505053989,F
9.4,0,1.09,1.82,2.73,9.13,0.55,2.19,10.12,0.61,0.66,1138,180575,952,4787,17295,363762,145009,45,1708,46770,52,508771,46822,7893530.64,2631.18,33500,1,6,7,49,19,98.5,0,0,0,1,0,0,0,0,575,1,0.2200681584,0.7799318416,F
9.4,0,1.09,1.82,2.73,9.13,0.55,2.19,10.12,0.61,0.66,1138,180560,952,4787,17294,363736,144999,45,1708,46762,52,508735,46814,7892846.69,2630.95,33497,0,0,0,0,0,53.2,0,0,1,0,0,1,0,0,2984,2,0.1819582816,0.8180417184,F
9.4,0,1.09,1.82,2.73,9.13,0.55,2.19,10.12,0.61,0.66,1138,180468,952,4785,17287,363525,144907,45,1708,46744,52,508432,46796,7887863.66,2629.29,33483,1,22,23,54,35,98.8,0,0,1,1,0,0,0,0,394,1,0.2121192281,0.7878807719,C
9.4,0,1.09,1.82,2.73,9.13,0.55,2.19,10.11,0.61,0.66,1137,180343,951,4782,17274,363314,144828,45,1707,46701,52,508142,46753,7882690.64,2627.56,33462,1,1,2,45,35,94,0,0,0,0,0,0,0,0,5492,1,0.274619166,0.725380834,B
