ProjectID, BugId, FaultNodeName, FaultNode_InDegree, FaultNode_OutDegree, FaultNodeDegreeCentrality, CBO, RFC, NoOfTestCasesExecuteFaultMethod, NoOfTestCasesPassesCoversFaultNode, NoOfTestCasesFailsCoversFaultNode, NoOfTestCasesExecutesDynamicCallGraph, InDegreeMethodCallsList, OutDegreeMethodCallsList
Closure, 123, com.google.javascript.jscomp.CodeGenerator#108, 4, 47, 51, 71, 67, 4097, 4096, 1, 4097, com.google.javascript.jscomp.CodeGenerator#108/com.google.javascript.jscomp.CodeGenerator#843/com.google.javascript.jscomp.CodeGenerator#104/com.google.javascript.jscomp.CodeGenerator#926, com.google.javascript.rhino.Node#2262/com.google.javascript.rhino.Node#2370/com.google.javascript.jscomp.CodeGenerator#108/com.google.javascript.rhino.Node#820/com.google.javascript.jscomp.CodeGenerator#104/com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#92/com.google.javascript.jscomp.CodeGenerator#100/com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#466/com.google.javascript.rhino.Node#2290/com.google.javascript.jscomp.CodeConsumer#210/com.google.javascript.jscomp.NodeUtil#2179/com.google.javascript.jscomp.CodeGenerator#843/com.google.javascript.jscomp.CodeGenerator#1263/com.google.javascript.rhino.Node$NumberNode#162/com.google.javascript.jscomp.CodeGenerator#995/com.google.javascript.jscomp.NodeUtil#1191/com.google.javascript.jscomp.CodeGenerator#1254/com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#115/com.google.javascript.jscomp.CodeConsumer#307/com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#511/com.google.javascript.jscomp.NodeUtil#2234/com.google.javascript.jscomp.CodeGenerator#783/com.google.javascript.jscomp.NodeUtil#1483/com.google.common.base.Preconditions#132/com.google.javascript.jscomp.CodeConsumer#167/com.google.javascript.rhino.Node$StringNode#214/com.google.javascript.jscomp.NodeUtil#1582/com.google.common.base.Preconditions#148/com.google.javascript.jscomp.CodeConsumer#134/com.google.javascript.jscomp.CodeGenerator#926/com.google.common.base.Preconditions#175/com.google.javascript.jscomp.CodeConsumer#242/com.google.javascript.jscomp.CodeGenerator#946/com.google.javascript.jscomp.CodeGenerator#830/com.google.javascript.jscomp.CodeGenerator#96/com.google.javascript.jscomp.CodeConsumer#115/com.google.javascript.jscomp.CodeConsumer#100/com.google.javascript.jscomp.CodeGenerator#937/com.google.javascript.rhino.Node#1406/com.google.javascript.rhino.Node#538/com.google.javascript.jscomp.NodeUtil#1516/com.google.javascript.rhino.Node#526/com.google.javascript.jscomp.CodeConsumer#52/com.google.javascript.rhino.Node#2306/com.google.javascript.rhino.Node#546/com.google.javascript.rhino.Node#542/com.google.javascript.rhino.Node#2434
Closure, 124, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 125, com.google.javascript.jscomp.TypeCheck#1657, 1, 8, 9, 163, 44, 539, 538, 1, 608, com.google.javascript.jscomp.TypeCheck#501, com.google.javascript.jscomp.TypeCheck#1862/com.google.javascript.rhino.jstype.FunctionType#257/com.google.javascript.rhino.jstype.FunctionType#1071/com.google.javascript.rhino.jstype.FunctionType#194/com.google.javascript.rhino.jstype.JSType#1200/com.google.javascript.rhino.jstype.JSType#177/com.google.javascript.rhino.Node#536/com.google.javascript.jscomp.TypeCheck#2038
Closure, 126, com.google.javascript.jscomp.MinimizeExitPoints#109, 2, 22, 24, 50, 36, 73, 71, 2, 73, com.google.javascript.jscomp.MinimizeExitPoints#49/com.google.javascript.jscomp.MinimizeExitPoints#109, com.google.javascript.jscomp.Compiler#2056/com.google.javascript.jscomp.MinimizeExitPoints#109/com.google.javascript.rhino.Node#2395/com.google.javascript.jscomp.NodeUtil#2798/com.google.javascript.jscomp.NodeUtil#2789/com.google.javascript.rhino.Node#1320/com.google.javascript.rhino.Node#2207/com.google.javascript.rhino.Node#1390/com.google.javascript.jscomp.MinimizeExitPoints#218/com.google.javascript.jscomp.MinimizeExitPoints#277/com.google.javascript.rhino.Node#2295/com.google.common.base.Preconditions#132/com.google.javascript.jscomp.NodeUtil#1799/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#540/com.google.javascript.rhino.Node#544/com.google.javascript.rhino.Node#1238/com.google.javascript.rhino.Node#2311/com.google.javascript.rhino.Node$SiblingNodeIterable#1291/com.google.javascript.jscomp.NodeUtil#2807/com.google.javascript.rhino.Node$SiblingNodeIterable#1261/com.google.javascript.rhino.Node$SiblingNodeIterable#1275
Closure, 127, com.google.javascript.jscomp.UnreachableCodeElimination$EliminationPass#141, 1, 11, 12, 32, 18, 136, 130, 6, 155, com.google.javascript.jscomp.UnreachableCodeElimination$EliminationPass#95, com.google.javascript.jscomp.UnreachableCodeElimination$EliminationPass#241/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode#394/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode#352/com.google.javascript.jscomp.graph.LinkedDirectedGraph#113/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge#485/com.google.common.base.Preconditions#132/com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge#500/com.google.javascript.jscomp.UnreachableCodeElimination$EliminationPass#179/com.google.javascript.rhino.Node#532/com.google.javascript.rhino.Node#524/com.google.javascript.rhino.Node#544
Closure, 128, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 129, com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#159, 1, 5, 6, 14, 10, 3491, 3490, 1, 3498, com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#134, com.google.javascript.rhino.Node#2215/com.google.common.base.Preconditions#132/com.google.javascript.jscomp.NodeUtil#1552/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#2319
Closure, 130, com.google.javascript.jscomp.CollapseProperties#163, 1, 6, 7, 49, 19, 302, 301, 1, 350, com.google.javascript.jscomp.CollapseProperties#121, com.google.javascript.jscomp.Scope#610/com.google.javascript.jscomp.CollapseProperties#204/com.google.javascript.jscomp.GlobalNamespace#160/com.google.javascript.jscomp.GlobalNamespace$Name#965/com.google.common.collect.Lists#123/com.google.javascript.jscomp.GlobalNamespace$Name#1007
Closure, 131, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Closure, 132, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#638, 1, 22, 23, 54, 35, 60, 59, 1, 64, com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#81, com.google.javascript.jscomp.NodeUtil#755/com.google.javascript.rhino.Node#705/com.google.javascript.jscomp.NodeUtil#1486/com.google.javascript.rhino.Node#1759/com.google.javascript.rhino.Node#1311/com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#927/com.google.javascript.jscomp.NodeUtil#588/com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#963/com.google.javascript.jscomp.AbstractPeepholeOptimization#111/com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#987/com.google.javascript.rhino.Node#691/com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#893/com.google.javascript.rhino.IR#341/com.google.javascript.jscomp.AbstractPeepholeOptimization#62/com.google.javascript.jscomp.AbstractPeepholeOptimization#74/com.google.javascript.rhino.Node#372/com.google.javascript.rhino.Node#1624/com.google.javascript.rhino.Node#536/com.google.javascript.rhino.Node#532/com.google.javascript.rhino.Node#520/com.google.javascript.rhino.Node#2300/com.google.javascript.rhino.Node#540
Closure, 133, com.google.javascript.jscomp.parsing.JsDocInfoParser#2400, 1, 1, 2, 45, 35, 2270, 2269, 1, 2278, com.google.javascript.jscomp.parsing.JsDocInfoParser#1413, com.google.javascript.jscomp.parsing.JsDocTokenStream#204
